Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
regulation of cellular response to stress (GO:0080135)	17/104	5.02210950051687e-05	0.0147832641478851	0	0	3.39437068169516	33.6011313146936	POM121;SEH1L;HSP90AB1;HSPA1L;HIKESHI;AAAS;CCAR2;RPTOR;ING2;PINK1;NUP85;NUP50;EP300;NUP88;ATM;FKBP4;NUP58
post-Golgi vesicle-mediated transport (GO:0006892)	12/58	6.1262139517096e-05	0.0156825480626789	0	0	4.52062020460358	43.8515915653665	TGOLN2;RAB10;CHIC2;GOSR2;VPS13A;VTI1A;EXOC6B;AP3D1;MYO5A;STX4;SORL1;SCAMP3
cellular response to DNA damage stimulus (GO:0006974)	36/329	6.7949116054132e-05	0.0156825480626789	0	0	2.14866945520799	20.6202466587446	SMARCAL1;CUL5;UBA7;BCL2A1;OGG1;PHF1;CIB1;BRCA1;AATF;CDKN2AIP;BCL2L11;CTLA4;POLH;LYN;RFC5;UVRAG;RBM14;DDX11;USP3;METTL3;XRCC3;FANCA;DONSON;GTF2H1;DDB2;ETAA1;RAD50;RAD51C;MSH2;IRF3;APC;APEX1;SPRTN;ATM;NUPR2;NOP53
protein targeting to vacuole (GO:0006623)	8/27	7.08682087272346e-05	0.0156825480626789	0	0	7.28012338538654	69.5593120693516	SCARB2;GOSR2;VTI1A;AP3D1;VPS13A;NAGPA;SORL1;RAB7A
viral life cycle (GO:0019058)	17/107	7.26492343854798e-05	0.0156825480626789	0	0	3.28070175438596	31.2646537034533	RAB1A;POM121;SEH1L;HSP90AB1;PDCD6IP;CD81;AAAS;NFIA;NUP85;ZNF639;NUP50;CHMP4A;NUP88;UBA52;CHMP7;NUP58;RAB7A
regulation of centriole replication (GO:0046599)	6/15	8.891482932533e-05	0.0179941385847137	0	0	11.5118829981718	107.380906239503	KAT2B;RBM14;PLK2;BRCA1;CEP76;CDK5RAP2
DNA metabolic process (GO:0006259)	34/314	0.000131139698470269	0.0249782555086312	0	0	2.12101313320826	18.9602611415473	SMARCAL1;DNMT1;UHRF2;BRCA1;TBRG1;NTHL1;TDG;LONP1;POLH;RFC5;DFFB;UVRAG;RBM14;STN1;IGFBP4;USP3;XRCC3;FANCA;DONSON;CDC7;GTF2H1;TERF2;DDB2;POLE4;POLA2;RAD50;CDC34;RAD51C;MSH2;NASP;APEX1;ATM;UBA52;NOP53
vesicle-mediated transport (GO:0016192)	41/410	0.000165100569752416	0.0296405129082477	0	0	1.94428706326723	16.9327100111338	DENND1C;LRPAP1;RAB1A;WIPF1;GOSR2;NCF4;CLEC16A;ASAP1;AGAP3;PTPN23;TRAK1;EEA1;VTI1A;MICALL2;TBC1D10C;STX4;SNX9;RAC1;VPS39;PLEKHJ1;SPAG9;UVRAG;CCZ1B;AKTIP;SYTL1;MYO5A;ARAP1;TC2N;EHD1;ARL4C;RAB10;SNX18;ACAP2;BIN1;RIN3;CHMP4A;SMAP2;RAB5A;CHMP7;RAB7A;PICALM
gene expression (GO:0010467)	41/411	0.000173925183834684	0.0296405129082477	0	0	1.93892759615139	16.7850738614621	POM121;SEH1L;GTF3C5;YTHDC2;RPLP0;SRSF1;AAAS;MRPL34;BICD1;MRPL11;DHX33;NUP85;RPS18;DHX34;EPC1;NUP88;RPL17;RPS10;BPTF;DDX17;UPF2;PABPC4;GATB;RPL23A;BAZ1A;SORL1;HNRNPL;RPS26;NR4A2;TSPAN15;DDX39B;NUP50;HNRNPD;NHP2;MPHOSPH10;SRSF4;STUB1;RPL26;TCF3;NUP58;SRSF9
viral process (GO:0016032)	26/220	0.000199479903647757	0.0322957964005718	0	0	2.33425483307416	19.8873774648245	RAB1A;POM121;SEH1L;RPLP0;AAAS;BICD1;RPS18;NUP85;NUP88;FYN;RAC1;RPS10;RPL17;PDCD6IP;RPL23A;RPS26;NFIA;NUP50;ELMO1;CHMP4A;RPL26;UBA52;CHMP7;NUP58;RAB7A;EIF3B
positive regulation of transcription, DNA-templated (GO:0045893)	88/1120	0.000441457070545712	0.068068475925096	0	0	1.50556117290192	11.6311071178952	KDM5A;CIITA;MAML2;CD81;PHF1;KDM8;IKZF1;BRCA1;AATF;CDC73;ETS2;DCAF6;ELK4;RPTOR;ING2;ZMIZ1;EPC1;EP300;CCNL2;IER5;RNF111;MAP3K5;PELP1;YWHAH;CDK5RAP2;DDX17;MAP2K3;RBM14;MAP2K2;ATMIN;DDX58;TFEB;AXIN1;RFX3;FOS;RUNX2;RUNX1;KAT2B;PLSCR1;DDX39B;IRF3;TFR2;ZNF639;IRF1;UBA52;HDAC4;HDAC5;GTF2A2;TNKS;PLAG1;CREBL2;RNF6;BCL10;RXRB;DHX33;NUP85;TBX21;DVL1;DVL2;DVL3;ZNF821;TRIM44;BPTF;IVNS1ABP;WWOX;FOXJ2;GLMP;GTF2H1;RRP1B;SUPT5H;KLF4;HNRNPAB;SMARCA4;ASXL1;NR4A2;MLLT10;CDK8;NFIA;CAMK4;HNRNPD;REL;TCF4;TCF3;CDK13;TAF3;SSBP3;SSBP4;PICALM
positive regulation of cell cycle arrest (GO:0071158)	13/82	0.000508996392236473	0.0739059250336214	0	0	3.26390944362226	24.7504525749881	CNOT6L;UHRF2;PLK2;CNOT10;BRCA1;RBL2;CARM1;CNOT3;EP300;ATM;RPL26;PRKACA;UBA52
negative regulation of centriole replication (GO:0046600)	4/8	0.000532876401735053	0.0739059250336214	0	0	17.2408759124088	129.948292888281	KAT2B;RBM14;BRCA1;CDK5RAP2
mitotic nuclear envelope disassembly (GO:0007077)	9/44	0.00055187050293052	0.0739059250336214	0	0	4.44637946837763	33.3576153103396	NEK9;POM121;SEH1L;NUP85;NUP50;NUP88;PRKCA;AAAS;NUP58
response to cytokine (GO:0034097)	18/138	0.000570613998097756	0.0739059250336214	0	0	2.60351201478743	19.4451042544024	IFITM3;IFNAR2;HDAC4;IFITM1;CIITA;IFITM2;YTHDC2;CXCR4;PRKCA;ADAR;PTPN11;PTPN23;PLSCR1;MAPKAPK3;KHSRP;REL;MYD88;IL18R1
ubiquitin-dependent protein catabolic process (GO:0006511)	34/341	0.000606408213470821	0.075521145969943	0	0	1.93166942694233	14.3097243989383	PPP1R11;CUL5;UBA7;FAF1;UBE2D3;CUL2;RNF38;UBR4;RNF6;AGAP3;PTPN23;RCHY1;RNF5;BAG6;TBX21;PSMB1;DCAF11;FBXO7;RNF111;MYLIP;UBE2I;AXIN1;UBE4B;FBXO11;PSMB8;PINK1;CDC34;UBXN11;APC;CDC16;TTC3;STUB1;KCTD17;UBA52
rRNA metabolic process (GO:0016072)	23/200	0.000666869456141278	0.0799749369994614	0	0	2.25898997529232	16.5198044969438	TRIR;BRF1;PIH1D1;WDR18;RRP1;RPLP0;GTF3A;IMP4;RPL23A;RRP1B;SENP3;BYSL;RPS26;RPS18;RPP21;MPHOSPH10;TSR1;RPL26;EXOSC3;RPS10;UBA52;RPL17;PELP1
modification-dependent protein catabolic process (GO:0019941)	18/141	0.000738656228555189	0.0826073102351918	0	0	2.53960596907263	18.3122807117896	UBE2I;ZFAND4;UBA7;PPP1R11;UBE2D3;UBR4;UBE4B;RNF6;RCHY1;FBXO11;BAG6;PINK1;CDC34;TTC3;LONP1;STUB1;FBXO7;UBA52
positive regulation of DNA biosynthetic process (GO:2000573)	10/55	0.000739843112050822	0.0826073102351918	0	0	3.84403669724771	27.7119388778806	RFC5;CCT6A;HSP90AB1;TNKS;NEK7;ATM;KLF4;CCT5;CCT4;WRAP53
nuclear envelope disassembly (GO:0051081)	9/46	0.000777036634579227	0.0838681540922512	0	0	4.20558872346223	30.1121122406867	NEK9;POM121;SEH1L;NUP85;NUP50;NUP88;PRKCA;AAAS;NUP58
positive regulation of establishment of protein localization to telomere (GO:1904851)	4/9	0.000917441377377104	0.0857655255242594	0	0	13.7919708029197	96.4599662833339	CCT6A;CCT5;CCT4;WRAP53
antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent (GO:0002480)	4/9	0.000917441377377104	0.0857655255242594	0	0	13.7919708029197	96.4599662833339	HLA-B;HLA-A;HLA-F;HLA-E
positive regulation of telomerase RNA localization to Cajal body (GO:1904874)	5/15	0.000941954809851811	0.0857655255242594	0	0	8.62557077625571	60.0991237564047	CCT6A;SHQ1;NHP2;CCT5;CCT4
ribonucleoprotein complex assembly (GO:0022618)	19/156	0.000953178108054882	0.0857655255242594	0	0	2.40718583090812	16.7436836186442	HSP90AB1;WDR18;SRSF1;RPL23A;BICD1;CDC73;WDR77;MRPL11;SHQ1;SART3;PRPF18;DDX39B;TGS1;GEMIN4;SNRPF;RPS10;NOP53;EIF4B;SRSF9
apoptotic process (GO:0006915)	25/231	0.000973732920430825	0.0857655255242594	0	0	2.1104086701287	14.6343619582674	CYFIP2;PLAG1;CXCR4;CIB1;BRCA1;DDX41;BAG6;BCL2L11;CASP10;RFK;EP300;BNIP2;NLRP1;CDK11A;FEM1B;PRKCE;TNFRSF10A;CDK11B;PLSCR1;DAP;IRF3;IRF1;ELMO1;PPIF;MYD88
positive regulation of programmed cell death (GO:0043068)	27/257	0.000980701749244169	0.0857655255242594	0	0	2.04258681470076	14.1494935225591	BCL2A1;FAF1;BCL10;CCAR2;PREX1;AKAP13;RASSF2;BCL2L11;MCF2L;ARL6IP5;CTLA4;RAC1;ZNF622;MAP3K5;ARHGEF12;PLEKHG2;GADD45B;RRP1B;TIAM1;SHQ1;APC;BIN1;JMY;ATM;ARHGEF7;UBA52;SOS2
protein localization to lysosome (GO:0061462)	7/30	0.000995924642353024	0.0857655255242594	0	0	5.25633477863081	36.3309395282993	SCARB2;CD81;AP3D1;NAGPA;LAMTOR4;SORL1;RAB7A
viral gene expression (GO:0019080)	15/110	0.00100651327051324	0.0857655255242594	0	0	2.73659956342469	18.8859936635999	POM121;SEH1L;RPLP0;RPL23A;AAAS;RPS26;RPS18;NUP85;NUP50;NUP88;RPL26;RPS10;UBA52;RPL17;NUP58
regulation of telomere capping (GO:1904353)	6/23	0.00122744677804738	0.0976581769734835	0	0	6.09194537046994	40.8332075248618	RAD50;TNKS;NEK7;HNRNPD;ATM;TERF2
positive regulation of protein kinase activity (GO:0045860)	20/172	0.00126791074753122	0.0976581769734835	0	0	2.28411306042885	15.2359130713481	MAP2K3;PTPN1;MAP2K2;CAB39;MMD;PIH1D1;MINK1;AXIN1;CIB1;RPTOR;TCL1B;ETAA1;RASSF2;STK24;UNC119;SNX9;TNIK;CALM1;MAP4K5;MARK2
viral transcription (GO:0019083)	15/113	0.0013295435790834	0.0976581769734835	0	0	2.65240289664253	17.5666510497556	POM121;SEH1L;RPLP0;RPL23A;AAAS;RPS26;RPS18;NUP85;NUP50;NUP88;RPL26;RPS10;UBA52;RPL17;NUP58
stress-activated protein kinase signaling cascade (GO:0031098)	11/70	0.00144761879100318	0.0976581769734835	0	0	3.2256462934429	21.0887441560099	MAP2K3;MAP2K2;STK24;MAPKAP1;MINK1;CCDC88C;TNIK;MAP4K5;UBA52;MAP3K5;MAPK13
negative regulation of B cell proliferation (GO:0030889)	4/10	0.00146266484987275	0.0976581769734835	0	0	11.492700729927	75.0185496236539	LYN;CD300A;CTLA4;ATM
regulation of establishment of protein localization to telomere (GO:0070203)	4/10	0.00146266484987275	0.0976581769734835	0	0	11.492700729927	75.0185496236539	CCT6A;CCT5;CCT4;WRAP53
regulation of DNA damage checkpoint (GO:2000001)	4/10	0.00146266484987275	0.0976581769734835	0	0	11.492700729927	75.0185496236539	ETAA1;DDX39B;FEM1B;CCAR2
negative regulation of centrosome duplication (GO:0010826)	4/10	0.00146266484987275	0.0976581769734835	0	0	11.492700729927	75.0185496236539	KAT2B;RBM14;BRCA1;CDK5RAP2
cellular biogenic amine metabolic process (GO:0006576)	4/10	0.00146266484987275	0.0976581769734835	0	0	11.492700729927	75.0185496236539	ODC1;AMD1;OAZ1;SRM
positive regulation of TOR signaling (GO:0032008)	7/32	0.00149578856951114	0.0976581769734835	0	0	4.83531564501372	31.454220215628	RPTOR;SEH1L;MIOS;PIH1D1;CLEC16A;LAMTOR1;LAMTOR4
positive regulation of viral transcription (GO:0050434)	8/41	0.00153801614013369	0.0976581769734835	0	0	4.18847818847819	27.1298702466707	ZNF639;EP300;NELFB;NELFA;RRP1B;GTF2F1;SUPT5H;SMARCA4
cytokine-mediated signaling pathway (GO:0019221)	53/633	0.00156176634839568	0.0976581769734835	0	0	1.59891973783882	10.3321199309172	IFITM3;CIITA;IFITM1;IFITM2;RPLP0;PITPNA;IRS2;ADAR;IFI30;LMNB1;IGHG4;PRKACA;CCR2;IFNAR2;IFNGR2;HLA-B;FOS;HLA-A;TYK2;HLA-F;HLA-E;EDAR;OAS1;IRF3;OAS2;IRF1;OAS3;LTB;UBA52;PELI2;HNRNPDL;ALOX5;INPP5D;PSMB1;TNFRSF17;STX4;TNFRSF14;FYN;GBP2;RELT;IL10RA;TNFSF13;TNFRSF10A;PTPN11;PSMB8;TNFRSF10D;SMARCA4;ACKR3;P4HB;VIM;HLA-DRB1;MYD88;IL18R1
positive regulation of nucleic acid-templated transcription (GO:1903508)	44/502	0.00158509684847504	0.0976581769734835	0	0	1.67776564774381	10.8167392999784	HDAC4;KDM5A;CIITA;PHF1;KDM8;CREBL2;RNF6;BCL10;BRCA1;ETS2;ING2;NUP85;TBX21;DVL1;DVL2;DVL3;EPC1;EP300;RNF111;TRIM44;CDK5RAP2;MAP3K5;BPTF;YWHAH;DDX17;MAP2K3;IVNS1ABP;MAP2K2;ATMIN;AXIN1;RFX3;FOS;KLF4;HNRNPAB;RUNX2;RUNX1;SMARCA4;CAMK4;IRF1;HNRNPD;TCF4;TCF3;TAF3;PICALM
peptidyl-lysine modification (GO:0018205)	15/115	0.00159000140480498	0.0976581769734835	0	0	2.59907834101382	16.748513796696	HDAC4;POM121;SEH1L;UBE2I;GLRX5;AAAS;SENP2;SENP3;SIRT3;KAT2B;NUP85;NUP50;EP300;NUP88;NUP58
ncRNA processing (GO:0034470)	24/227	0.00167384489488286	0.0976581769734835	0	0	2.05435200615306	13.132716305171	PIH1D1;WDR18;RRP1;METTL3;INTS10;RPLP0;IMP4;ADAR;RPL23A;RRP1B;SENP3;FARS2;BYSL;RPS26;RPS18;RPP21;MPHOSPH10;TSR1;RPL26;EXOSC3;RPS10;UBA52;RPL17;PELP1
rRNA processing (GO:0006364)	22/202	0.00175779697615288	0.0976581769734835	0	0	2.12244897959184	13.4641667978851	PIH1D1;WDR18;RRP1;RPLP0;IMP4;RPL23A;RRP1B;SENP3;BYSL;RPS26;LSM6;RPS18;RPP21;NHP2;MPHOSPH10;TSR1;RPL26;EXOSC3;RPS10;UBA52;RPL17;PELP1
response to interferon-alpha (GO:0035455)	5/17	0.0017703518188303	0.0976581769734835	0	0	7.18721461187215	45.5423386918727	IFITM3;IFNAR2;IFITM1;IFITM2;ADAR
regulation of B cell receptor signaling pathway (GO:0050855)	5/17	0.0017703518188303	0.0976581769734835	0	0	7.18721461187215	45.5423386918727	BLK;LYN;CD300A;FCRL3;RUNX1
regulation of small GTPase mediated signal transduction (GO:0051056)	17/140	0.0017822785142613	0.0976581769734835	0	0	2.39630205166318	15.1682629006388	ARHGAP11A;ARHGEF12;PLEKHG2;GDI2;ARAP1;ARHGAP25;ARHGAP35;BCR;PREX1;TIAM1;AKAP13;ARHGAP31;MCF2L;TRIP10;RAC1;ARHGEF7;SOS2
regulation of T cell differentiation (GO:0045580)	7/33	0.00180960179691446	0.0976581769734835	0	0	4.64909564360616	29.3574046444914	PRELID1;ZMIZ1;TBX21;CAMK4;METTL3;CTLA4;RUNX1
tRNA-containing ribonucleoprotein complex export from nucleus (GO:0071431)	7/33	0.00180960179691446	0.0976581769734835	0	0	4.64909564360616	29.3574046444914	POM121;SEH1L;NUP85;NUP50;NUP88;AAAS;NUP58
tRNA export from nucleus (GO:0006409)	7/33	0.00180960179691446	0.0976581769734835	0	0	4.64909564360616	29.3574046444914	POM121;SEH1L;NUP85;NUP50;NUP88;AAAS;NUP58
DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)	10/62	0.00192124964882542	0.101983710867159	0	0	3.32533521524347	20.7992383550187	RBL2;CNOT6L;PLK2;CARM1;CNOT3;EP300;CNOT10;ATM;RPL26;UBA52
regulation of ATP metabolic process (GO:1903578)	8/43	0.00211798415528244	0.107877039561276	0	0	3.94871794871795	24.3134035634107	POM121;PINK1;SEH1L;NUP85;NUP50;NUP88;AAAS;NUP58
signal transduction involved in mitotic G1 DNA damage checkpoint (GO:0072431)	10/63	0.00217339768486664	0.107877039561276	0	0	3.26241994114592	20.0034090601173	RBL2;CNOT6L;PLK2;CARM1;CNOT3;EP300;CNOT10;ATM;RPL26;UBA52
glutathione biosynthetic process (GO:0006750)	4/11	0.0021988525667215	0.107877039561276	0	0	9.85036496350365	60.28245672111	GGCT;GCLC;CHAC2;CNDP2
positive regulation of protein localization to chromosome, telomeric region (GO:1904816)	4/11	0.0021988525667215	0.107877039561276	0	0	9.85036496350365	60.28245672111	CCT6A;CCT5;CCT4;WRAP53
intrinsic apoptotic signaling pathway in response to oxidative stress (GO:0008631)	4/11	0.0021988525667215	0.107877039561276	0	0	9.85036496350365	60.28245672111	STK24;ARL6IP5;ZNF622;MAP3K5
regulation of telomerase RNA localization to Cajal body (GO:1904872)	5/18	0.00234127060929409	0.113149764670063	0	0	6.63400070249385	40.1825502563735	CCT6A;SHQ1;NHP2;CCT5;CCT4
tRNA transport (GO:0051031)	7/35	0.00258830046565288	0.117446730283914	0	0	4.31655992680695	25.7126847880536	POM121;SEH1L;NUP85;NUP50;NUP88;AAAS;NUP58
positive regulation of telomerase activity (GO:0051973)	7/35	0.00258830046565288	0.117446730283914	0	0	4.31655992680695	25.7126847880536	HSP90AB1;TNKS;NEK7;HNRNPD;KLF4;CCT4;WRAP53
phosphorylation (GO:0016310)	35/386	0.00263209864969028	0.117446730283914	0	0	1.73672806067172	10.3161191526476	DGKD;AURKC;HK1;NRBP2;TLK1;FYN;PRKACA;MAP4K5;MARK2;MAP3K5;CDK17;LYN;CDK19;CDK11A;PRKCE;PLK2;NEK7;TNK1;MINK1;LIMK1;PRKCA;TYK2;PRKAB1;CDK11B;CDC25B;BCR;CDK8;PINK1;STK24;WNK1;CAMK4;ATM;TNIK;CDK13;GALK2
response to UV (GO:0009411)	13/98	0.00272999842692963	0.117446730283914	0	0	2.64727528545917	15.6280685242793	GPX1;TP53I13;METTL3;UBE4B;CCAR2;DDB2;MAPK13;MSH2;SPRTN;EP300;RPL26;POLH;COPS9
DNA synthesis involved in DNA repair (GO:0000731)	10/65	0.00275739051826641	0.117446730283914	0	0	3.14345287739783	18.5258468352934	RFC5;RAD50;RAD51C;UBA7;XRCC3;SPRTN;ATM;BRCA1;UBA52;POLH
hexose metabolic process (GO:0019318)	8/45	0.00285723279706783	0.117446730283914	0	0	3.73487773487773	21.8785465428147	OAS1;ADPGK;MAN2A1;FUCA1;IRS2;GALM;FBP1;PGM1
positive regulation of aspartic-type peptidase activity (GO:1905247)	3/6	0.00292690830258745	0.117446730283914	0	0	17.2260711030082	100.493601742959	LYN;EFNA3;PICALM
peptidyl-serine autophosphorylation (GO:0036289)	3/6	0.00292690830258745	0.117446730283914	0	0	17.2260711030082	100.493601742959	PINK1;MAP2K2;ATM
positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process (GO:1902961)	3/6	0.00292690830258745	0.117446730283914	0	0	17.2260711030082	100.493601742959	LYN;EFNA3;PICALM
polyamine biosynthetic process (GO:0006596)	3/6	0.00292690830258745	0.117446730283914	0	0	17.2260711030082	100.493601742959	SMOX;AMD1;SRM
regulation of nuclease activity (GO:0032069)	3/6	0.00292690830258745	0.117446730283914	0	0	17.2260711030082	100.493601742959	OAS1;OAS2;OAS3
negative regulation of organelle assembly (GO:1902116)	6/27	0.00298168701249361	0.117446730283914	0	0	4.93053016453382	28.6723445612598	KAT2B;RBM14;PINK1;CHMP4A;BRCA1;CDK5RAP2
error-free translesion synthesis (GO:0070987)	5/19	0.0030350851229815	0.117446730283914	0	0	6.15981735159817	35.7116384687623	RFC5;SPRTN;RCHY1;UBA52;POLH
axonal transport (GO:0098930)	7/36	0.00306304843991972	0.117446730283914	0	0	4.16749219169006	24.1228810763495	FXR2;DST;BLOC1S3;AP3D1;DTNBP1;TRAK1;TERF2
positive regulation of establishment of protein localization (GO:1904951)	4/12	0.0031556101095431	0.117446730283914	0	0	8.61861313868613	49.630916564118	CCT6A;CCT5;CCT4;WRAP53
nonribosomal peptide biosynthetic process (GO:0019184)	4/12	0.0031556101095431	0.117446730283914	0	0	8.61861313868613	49.630916564118	GGCT;GCLC;CHAC2;CNDP2
regulation of antigen receptor-mediated signaling pathway (GO:0050854)	4/12	0.0031556101095431	0.117446730283914	0	0	8.61861313868613	49.630916564118	BLK;LYN;CD300A;RUNX1
pyrimidine deoxyribonucleotide catabolic process (GO:0009223)	4/12	0.0031556101095431	0.117446730283914	0	0	8.61861313868613	49.630916564118	NT5C;NTHL1;OGG1;TDG
regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter (GO:1901836)	4/12	0.0031556101095431	0.117446730283914	0	0	8.61861313868613	49.630916564118	PIH1D1;DDX11;NOP53;SMARCA4
negative regulation of ATPase activity (GO:0032780)	4/12	0.0031556101095431	0.117446730283914	0	0	8.61861313868613	49.630916564118	OXA1L;PXK;PAM16;PPIF
positive regulation of apoptotic process (GO:0043065)	29/307	0.00328271696624037	0.118552895654863	0	0	1.81380273932115	10.3732899646145	BTG1;BCL2A1;FAF1;BCL10;CCAR2;PREX1;AKAP13;RASSF2;BCL2L11;MCF2L;ARL6IP5;CTLA4;RAC1;ZNF622;MAP3K5;ARHGEF12;PLEKHG2;GADD45B;RRP1B;TIAM1;SHQ1;APC;TRIM39;BIN1;JMY;ATM;ARHGEF7;UBA52;SOS2
protein complex disassembly (GO:0043241)	8/46	0.00329517004599682	0.118552895654863	0	0	3.63639868903027	20.7831003548781	CLN3;GABARAPL1;APC;DVL1;DVL2;AXIN1;DVL3;GABARAP
regulation of generation of precursor metabolites and energy (GO:0043467)	8/46	0.00329517004599682	0.118552895654863	0	0	3.63639868903027	20.7831003548781	POM121;PINK1;SEH1L;NUP85;NUP50;NUP88;AAAS;NUP58
intrinsic apoptotic signaling pathway (GO:0097193)	13/101	0.00356456251139418	0.126071108582858	0	0	2.55661955339968	14.41093310238	CUL5;BCL2A1;CUL2;ITPR1;BRCA1;BAG6;BCL2L11;STK24;JMY;ARL6IP5;ZNF622;PDK2;MAP3K5
regulation of carbohydrate catabolic process (GO:0043470)	7/37	0.00360155630559833	0.126071108582858	0	0	4.02836230558097	22.6651342496791	POM121;SEH1L;NUP85;NUP50;NUP88;AAAS;NUP58
regulation of mRNA processing (GO:0050684)	6/28	0.0036209428962958	0.126071108582858	0	0	4.70616586338707	26.453456293274	CDK11A;TIA1;SON;SLTM;SAFB;CDK11B
regulation of glycolytic process (GO:0006110)	9/57	0.00369631771254598	0.127326348438552	0	0	3.23991750687443	18.1448928673827	HDAC4;POM121;SEH1L;NUP85;NUP50;NUP88;AAAS;FBP1;NUP58
postreplication repair (GO:0006301)	8/47	0.00378344355727586	0.128955686720623	0	0	3.54296985066216	19.7595704584062	RFC5;UBA7;MSH2;NSMCE1;SPRTN;BRCA1;UBA52;POLH
regulation of autophagy (GO:0010506)	21/203	0.0040781145394746	0.137551404987695	0	0	2.00163969487417	11.0132628389247	PRKAB2;PLK2;TFEB;ITPR1;CISD2;MTMR9;ZDHHC8;PRKAB1;RPTOR;TMEM59;DAP;PINK1;CPTP;PIP4K2A;EP300;ATM;LAMTOR1;PRKACA;LAMTOR4;ATP6V0C;EIF4G2
protein stabilization (GO:0050821)	17/152	0.00424145915211344	0.14070949971751	0	0	2.18190212373038	11.9193994985369	HSP90AB1;MTMR9;CREBL2;NAPG;BAG6;CCT6A;TBRG1;PINK1;RASSF2;PEX6;DVL1;EP300;DVL3;NOP53;TRIM44;CCT5;CCT4
regulation of protein serine/threonine kinase activity (GO:0071900)	11/80	0.00425865687841755	0.14070949971751	0	0	2.75669740887132	15.0482638270119	RPTOR;TCL1B;UVRAG;ETAA1;MAP2K2;CAB39;SERTAD1;PIH1D1;CIB1;GTF2H1;CALM1
regulation of mitotic cell cycle (GO:0007346)	18/165	0.00432322859451918	0.141064749037392	0	0	2.12226036440454	11.5530607926054	MAP2K3;CDK19;CDK11A;MAP2K2;BTG1;ANGEL2;NEK7;MINK1;PRKCA;CDK11B;CDC25B;RBL2;CDK8;STK24;CDC16;TNIK;CDK13;MAP4K5
