Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Hepatitis B	60/163	9.46122027531259e-07	2.62333834906395e-05	0	0	2.28699000195284	31.7225965434834	RB1;YWHAB;PIK3CD;TNF;IKBKB;TBK1;CASP8;YWHAQ;CASP10;CASP3;AKT3;AKT1;JAK2;JAK3;IKBKE;JAK1;MAP2K4;MAP2K1;MAP2K2;PRKCB;PRKCA;TYK2;TICAM1;YWHAZ;TGFBR1;TGFBR2;CCNA2;DDB1;CREB1;IRF3;TRAF6;BIRC5;SOS2;IFNAR1;PCNA;ATF6B;PIK3R1;MAPK9;MAPK8;PTK2B;STAT6;MAPK3;SMAD2;STAT5B;JUN;SMAD3;MAP3K1;STAT1;STAT3;NFATC2;NFATC1;BRAF;NFKB1;MAPK13;MAVS;BCL2;BAX;GRB2;KRAS;TAB1
Colorectal cancer	36/86	4.98740025430476e-06	0.000126763089796913	0	0	2.81939274253271	34.4208263247906	LEF1;TCF7;PIK3CD;PIK3R1;BBC3;MAPK9;MAPK8;BCL2L11;CASP3;AKT3;AKT1;POLK;RAC1;BAK1;RALGDS;MAPK3;SMAD2;TCF7L2;MAP2K1;JUN;MAP2K2;SMAD3;BRAF;MLH1;TGFBR1;TGFBR2;MSH2;APC;RPS6KB1;BCL2;BIRC5;BAX;CTNNB1;KRAS;GRB2;SOS2
Kaposi sarcoma-associated herpesvirus infection	64/186	5.90115710071751e-06	0.000138450224286065	0	0	2.0591109318142	24.792441238587	RB1;CD86;PIK3CD;CALML4;ICAM1;IKBKB;PREX1;PPP3CA;ZFP36;TBK1;CASP8;PPP3CC;CASP3;AKT3;AKT1;RAC1;JAK2;IKBKE;JAK1;IFNAR2;MAP2K4;ATG3;GABARAPL2;MAP2K1;MAP2K2;SYK;HLA-B;HLA-A;TYK2;TICAM1;HLA-F;HLA-G;HLA-E;CD200R1;CREB1;IRF3;IFNAR1;BECN1;ITPR1;ITPR2;PIK3R1;HIF1A;PIK3R5;MAPK9;PPP3R1;GNG10;MAPK8;PLCG2;BAK1;MICA;MAPK3;LYN;JUN;STAT1;STAT3;NFATC2;NFATC1;NFKB1;MAPK13;CLEC2B;CDK4;BAX;CTNNB1;KRAS
B cell receptor signaling pathway	31/71	7.92463584974975e-06	0.000172643852440977	0	0	3.03293269230769	35.6234146298748	PIK3CD;PIK3R1;BCL10;MALT1;RASGRP3;IKBKB;PPP3CA;PPP3R1;PPP3CC;INPP5D;AKT3;PLCG2;AKT1;RAC1;MAPK3;LYN;MAP2K1;JUN;MAP2K2;SYK;PRKCB;NFATC2;NFATC1;VAV1;NFKB1;KRAS;GRB2;PIK3AP1;SOS2;CARD11;CD22
Ubiquitin mediated proteolysis	50/137	9.66913626275377e-06	0.000196605770675993	0	0	2.25301023008436	26.0145438782108	UBE2D4;UBE3C;KEAP1;UBE2L6;UBE3B;UBE2L3;HERC4;CDC23;UBE2Q1;UBE2Q2;SKP2;SKP1;PIAS4;FBXW8;UBE2E2;PIAS2;DDB1;CDC34;UBE2R2;TRAF6;ANAPC4;ANAPC5;BIRC6;ANAPC1;CUL5;UBA6;CUL3;CUL1;RNF7;UBE2J2;RCHY1;UBE2J1;RHOBTB2;COP1;FZR1;VHL;UBE2F;MAP3K1;PPIL2;SMURF2;SMURF1;WWP1;WWP2;UBE2G2;PML;CUL4A;UBE2S;UBE2O;UBA2;STUB1
Influenza A	59/171	1.21727344229995e-05	0.000232042749938427	0	0	2.06646997801107	23.3848189905152	PIK3CD;TNF;ACTB;ACTG1;ICAM1;IKBKB;TBK1;XPO1;AKT3;TNFSF10;AKT1;HLA-DOA;JAK2;HLA-DOB;IKBKE;KPNA1;HLA-DPA1;JAK1;IFNAR2;MAP2K4;MAP2K1;MAP2K2;RSAD2;PRKCB;IFNGR2;PRKCA;TYK2;TICAM1;DDX39B;OAS1;IRF3;OAS2;VDAC1;IFNAR1;HLA-DQB1;PIK3R1;MAPK9;MAPK8;HLA-DMA;CCL5;NLRP3;CCL2;HLA-DQA1;MAPK3;IVNS1ABP;HSPA8;HLA-DRB5;JUN;STAT1;MX1;TNFRSF10A;EIF2S1;NFKB1;PML;MAPK13;MAVS;HLA-DPB1;HLA-DRA;HLA-DRB1
Tuberculosis	61/179	1.35535536431811e-05	0.000243166697715896	0	0	2.02812018489985	22.7329188329372	ITGAM;ITGB2;CALML4;LSP1;TNF;PPP3CA;CASP8;PPP3CC;FCGR3B;CASP10;CASP3;AKT3;ITGAX;AKT1;HLA-DOA;JAK2;HLA-DOB;HLA-DPA1;JAK1;SYK;SPHK2;RIPK2;IFNGR2;TLR1;CREB1;TRAF6;TLR6;HLA-DQB1;CAMK2D;RAB5C;BCL10;MALT1;MAPK9;PPP3R1;MAPK8;HLA-DMA;IRAK2;CLEC7A;ATP6V0A2;ATP6V1H;CAMK2G;HLA-DQA1;ATP6V0A1;MAPK3;CD74;HLA-DRB5;VDR;IL10RB;STAT1;IL10RA;NFYC;NFKB1;MAPK13;FCGR2A;RFXAP;BCL2;HLA-DPB1;HLA-DRA;BAX;RAB5A;HLA-DRB1
Leishmaniasis	31/74	2.17552778937184e-05	0.000353869580604592	0	0	2.82079950460988	30.2831279590029	ITGB1;ITGAM;NCF1;NCF2;ITGB2;TNF;HLA-DMA;FCGR3B;HLA-DOA;JAK2;HLA-DOB;HLA-DQA1;HLA-DPA1;JAK1;MAPK3;JUN;HLA-DRB5;ITGA4;PRKCB;STAT1;IFNGR2;CYBA;NFKB1;MAPK13;FCGR2A;TRAF6;HLA-DPB1;HLA-DRA;TAB1;HLA-DRB1;HLA-DQB1
Human immunodeficiency virus 1 infection	69/212	2.20443345294664e-05	0.000353869580604592	0	0	1.89380306105045	20.3062179618279	CGAS;PIK3CD;CALML4;CD3D;TNF;IKBKB;PPP3CA;TBK1;PPP3CC;CASP8;TRIM5;AP1G1;CASP3;AKT3;AKT1;RAC1;B2M;SKP1;MAP2K1;MAP2K2;PRKCB;HLA-B;TAP2;PRKCA;HLA-A;HLA-F;TNFRSF1B;HLA-G;HLA-E;TAPBP;DDB1;IRF3;TRAF6;CRK;CUL5;PXN;GNAI3;CUL1;ITPR1;ITPR2;PIK3R1;RNF7;SAMHD1;MAPK9;PPP3R1;GNG10;MAPK8;PLCG2;PTK2B;BAK1;PAK2;AP1M1;MAPK3;JUN;APOBEC3F;LIMK2;NFATC2;NFATC1;PTK2;NFKB1;MAPK13;CUL4A;RPS6KB1;BCL2;CDK1;BAX;KRAS;TAB1;ATR
Shigellosis	28/65	2.90663526836521e-05	0.000443261878425694	0	0	2.95990891112842	30.9189992731993	ITGB1;ROCK2;ARPC1B;ARPC5L;U2AF1;ACTB;ACTG1;IKBKB;CDC42;MAPK9;MAPK8;RAC1;WASF1;WASF2;MAPK3;ATG5;RIPK2;ARPC5;NFKB1;MAPK13;DIAPH1;CTTN;ARPC2;ELMO1;ELMO2;CRK;CD44;PFN2
Viral myocarditis	26/59	3.44284160524873e-05	0.000500031756952791	0	0	3.08089513703894	31.66121411315	CD86;ITGB2;ACTB;ACTG1;ICAM1;HLA-DMA;CASP8;CASP3;RAC1;HLA-DOA;HLA-DOB;HLA-DQA1;CD55;HLA-DPA1;HLA-DRB5;HLA-B;HLA-A;HLA-F;HLA-G;HLA-E;CD28;HLA-DPB1;HLA-DRA;EIF4G2;HLA-DRB1;HLA-DQB1
Peroxisome	33/83	4.31485914844239e-05	0.000598196381943149	0	0	2.58253083374445	25.9566578784813	PECR;ABCD2;ECI2;HSD17B4;DDO;PEX26;PRDX5;SCP2;NUDT19;HACL1;MLYCD;PEX16;GSTK1;ACOT8;PHYH;ACSL1;ECH1;IDH2;ACSL6;ACSL5;ACSL3;PEX1;DHRS4;SOD1;PEX7;GNPAT;NUDT7;PEX3;PEX6;CAT;AGPS;PXMP2;ACOX3
Toxoplasmosis	41/113	6.86009141744205e-05	0.000886445097654593	0	0	2.2295030757401	21.3747023600759	ITGB1;GNAI3;TNF;PIK3R5;IKBKB;MAPK9;MAPK8;HLA-DMA;CASP8;CASP3;ALOX5;AKT3;AKT1;HLA-DOA;JAK2;HLA-DOB;LDLR;HLA-DQA1;HLA-DPA1;JAK1;MAPK3;HSPA8;HLA-DRB5;PDPK1;IL10RB;STAT1;IFNGR2;IL10RA;STAT3;TYK2;NFKB1;MAPK13;TRAF6;PPIF;BCL2;HLA-DPB1;HLA-DRA;ITGA6;TAB1;HLA-DRB1;HLA-DQB1
Protein processing in endoplasmic reticulum	55/165	6.97530568646237e-05	0.000886445097654593	0	0	1.95969742063492	18.7553808011914	ERO1A;UBE2D4;PRKCSH;MAN1A2;UFD1;SEC62;MAP3K5;SEC63;SKP1;SEC13;RAD23B;DDOST;PDIA4;DAD1;DNAJB11;MAN1B1;PPP1R15A;ATF6B;DERL3;SEL1L;CUL1;DERL1;DERL2;UBE2J2;HSP90B1;UBE2J1;LMAN1;MAPK9;MAPK8;LMAN2;BAG1;SSR1;BAK1;SEC23B;UGGT1;TXNDC5;SEC31A;HSPA8;MBTPS1;SEC24B;EDEM1;EDEM2;UBE2G2;EIF2S1;DNAJA1;NPLOC4;DNAJC10;STT3A;BCL2;BAX;STUB1;STT3B;P4HB;RNF185;NFE2L2
Fc epsilon RI signaling pathway	28/68	7.73142107047093e-05	0.000943233370597454	0	0	2.73739837398374	25.9166825799486	PIK3CD;PIK3R1;TNF;MAPK9;MAPK8;ALOX5;INPP5D;AKT3;PLCG2;AKT1;RAC1;MAPK3;LYN;MAP2K4;MAP2K1;MAP2K2;SYK;PDPK1;PLA2G4C;PRKCA;GAB2;VAV1;MAPK13;LCP2;KRAS;GRB2;SOS2;LAT
HIF-1 signaling pathway	37/100	9.49323110031732e-05	0.0010509590640245	0	0	2.29845189104448	21.2890576815167	CAMK2D;PFKFB3;TFRC;SLC2A1;PIK3CD;ENO1;PIK3R1;PDHB;HIF1A;HK1;LDHA;MKNK1;AKT3;MKNK2;PLCG2;AKT1;VHL;IL6R;EIF4E;CAMK2G;MAPK3;EGLN1;MAP2K1;MAP2K2;PRKCB;NOS3;IFNGR2;STAT3;PRKCA;NFKB1;RPS6KB1;HKDC1;BCL2;LTBR;EIF4E2;ALDOA;GAPDH
Human cytomegalovirus infection	70/225	9.65732286132173e-05	0.0010509590640245	0	0	1.77159973339115	16.3788097847781	RB1;CGAS;PIK3CD;CALML4;TNF;IKBKB;PPP3CA;AKAP13;TBK1;PPP3CC;CASP8;CASP3;AKT3;AKT1;RAC1;B2M;PRKACB;IL6R;JAK1;MAP2K1;MAP2K2;PRKCB;HLA-B;TAP2;TSC2;PRKCA;HLA-A;HLA-F;HLA-G;HLA-E;TAPBP;CREB1;IRF3;SOS2;CRK;CCL3L1;ATF6B;ROCK2;PTGER2;PXN;GNAI3;ITPR1;ITPR2;PIK3R1;ADCY7;PPP3R1;GNG10;CCL5;GNA12;CCL3;PTK2B;CCL2;BAK1;MAPK3;IL10RB;CDKN2A;IL10RA;STAT3;NFATC2;NFATC1;PTK2;NFKB1;MAPK13;RPS6KB1;SP1;CDK4;CTNNB1;BAX;GRB2;KRAS
RNA degradation	31/79	9.7299669169497e-05	0.0010509590640245	0	0	2.52617007725181	23.336039136581	ZCCHC7;DDX6;BTG2;DIS3L;WDR61;ENO1;TOB2;EXOSC10;EXOSC9;DHX36;EXOSC3;EXOSC2;EXOSC1;TTC37;PNPT1;CNOT10;CNOT4;LSM8;CNOT7;PAN3;CNOT1;XRN2;C1D;CNOT3;SKIV2L;PABPC1;PABPC1L;CNOT8;DCP2;PFKP;MPHOSPH6
Herpes simplex virus 1 infection	135/492	9.99272552679029e-05	0.0010509590640245	0	0	1.4884921579968	13.7106026098315	ZNF331;TNF;PPP1CB;TBK1;ZNF83;ZNF84;AKT3;ZSCAN32;ZNF85;ZNF845;AKT1;ZNF566;HLA-DOA;HLA-DOB;B2M;ZNF684;ZNF442;ZNF320;IFNAR2;ZNF561;ZNF19;DAXX;ZNF282;ZNF160;TAP2;HLA-B;ZNF10;TSC2;HLA-A;HCFC2;TICAM1;HLA-F;HLA-G;HLA-E;ZNF91;ZNF93;SRSF2;ZNF713;SRSF3;ZNF557;SRSF6;ZNF555;SRSF7;ZNF398;ZNF431;ZNF552;IFNAR1;ZNF550;ZNF791;PIK3R1;ZNF829;ZFP57;ZNF549;ZNF548;ZNF304;TNFRSF14;ZNF268;HLA-DQA1;ZNF264;HLA-DRB5;EIF2B3;EIF2B2;POU2F1;EIF2S1;NFKB1;MAVS;ZNF816;ZNF419;ZNF813;BCL2;HLA-DRA;TAB1;ZNF136;HLA-DRB1;ZNF773;ZNF133;ZNF253;PIK3CD;CGAS;ZFP82;IKBKB;CASP8;ZNF528;ZNF649;CASP3;ZNF527;ZNF765;JAK2;IKBKE;ZNF641;ZNF486;HLA-DPA1;JAK1;ZIK1;ZNF484;SYK;IFNGR2;TYK2;TAPBP;OAS1;IRF3;OAS2;TRAF6;ZNF879;ZNF780A;HLA-DQB1;ZNF596;SP100;ZNF471;ZNF195;HLA-DMA;ZNF506;ZNF627;CCL5;ZNF746;CCL2;ZNF227;BAK1;ZNF621;ZNF585B;ZNF587;ZNF100;CD74;ZNF460;STAT1;ZNF77;PTPN11;PML;ZNF33A;ZNF615;HLA-DPB1;BAX;ZNF853;ZFP28;ZNF354B
Phagosome	51/152	0.000104038292731085	0.00105601619126986	0	0	1.97826492262705	18.1421760604956	ITGB1;ITGAM;NCF1;TFRC;NCF2;ITGB2;ACTB;ACTG1;TUBA1C;TUBB6;TUBA1B;FCGR3B;CD36;RAC1;HLA-DOA;HLA-DOB;HLA-DPA1;DYNC2H1;TUBB;STX7;TAP2;HLA-B;CYBA;HLA-A;HLA-F;HLA-G;HLA-E;DYNC1LI2;TUBB2A;HGS;ATP6V1B2;TLR6;SEC22B;VAMP3;HLA-DQB1;RAB5C;STX18;HLA-DMA;CLEC7A;ATP6V0A2;ATP6V1H;ATP6V0E2;ATP6V1D;HLA-DQA1;ATP6V0A1;HLA-DRB5;FCGR2A;HLA-DPB1;HLA-DRA;RAB5A;HLA-DRB1
Neurotrophin signaling pathway	42/119	0.000116083468841744	0.00105601619126986	0	0	2.13543094729745	19.3495691773787	ZNF274;CAMK2D;PIK3CD;CALML4;PIK3R1;IKBKB;CDC42;MAPK9;MAPK8;RPS6KA5;IRAK2;RPS6KA2;AKT3;RPS6KA1;ARHGDIB;PLCG2;AKT1;RAC1;SH2B3;CAMK2G;MAP2K5;MAP3K5;MAPK3;MAP2K1;JUN;MAP2K2;MAP3K1;RIPK2;PDPK1;KIDINS220;BRAF;PTPN11;NFKB1;MAPK13;TRAF6;BCL2;RAPGEF1;BAX;GRB2;KRAS;SOS2;CRK
Thyroid cancer	18/37	0.000116165440475828	0.00105601619126986	0	0	3.70053420599915	33.5286723070257	TCF7L2;MAP2K1;MAP2K2;TPM3;TCF7;LEF1;BRAF;RXRA;TFG;PAX8;CCDC6;BAX;CTNNB1;PPARG;KRAS;POLK;BAK1;MAPK3
SNARE interactions in vesicular transport	17/34	0.000116566114151095	0.00105601619126986	0	0	3.90565110565111	35.3736849331054	GOSR2;STX8;STX18;GOSR1;SNAP23;STX7;BET1L;STX6;VTI1A;BNIP1;STX5;VAMP1;STX2;SEC22B;YKT6;SNAP29;VAMP3
Non-small cell lung cancer	27/66	0.000117719837715329	0.00105601619126986	0	0	2.70682076544146	24.4891569851994	RB1;PIK3CD;PIK3R1;RASSF1;RXRA;RASSF5;AKT3;PLCG2;AKT1;POLK;BAK1;JAK3;MAPK3;STAT5B;MAP2K1;MAP2K2;PDPK1;PRKCB;CDKN2A;STAT3;PRKCA;BRAF;CDK4;BAX;KRAS;GRB2;SOS2
Leukocyte transendothelial migration	40/112	0.000124471059924038	0.00108467637933804	0	0	2.17458748592922	19.5526670754791	ITGB1;ITK;ITGAM;NCF1;NCF2;ROCK2;TXK;CTNND1;PXN;ITGB2;GNAI3;PIK3CD;PIK3R1;ARHGAP35;ACTB;MYL12A;ACTG1;ICAM1;MYL12B;CDC42;RASSF5;PLCG2;CTNNA1;PTK2B;RAC1;ITGA4;PRKCB;ACTN1;RHOH;CYBA;PRKCA;PTPN11;ACTN4;PTK2;VAV1;MAPK13;PECAM1;CTNNB1;ESAM;SIPA1
Natural killer cell mediated cytotoxicity	45/131	0.000139970928947032	0.00118515496893258	0	0	2.04887921015385	18.1819094308973	ITGB2;PIK3CD;PIK3R1;TNF;ICAM1;PPP3CA;PPP3R1;PPP3CC;FCGR3B;CASP3;TNFSF10;PLCG2;PTK2B;RAC1;MICA;MAPK3;IFNAR2;MAP2K1;MAP2K2;SYK;PRKCB;IFNGR2;HLA-B;SH2D1B;NFATC2;PRKCA;TNFRSF10A;NFATC1;BRAF;PTPN11;HLA-A;KIR3DL2;HLA-G;VAV1;HLA-E;NCR1;ZAP70;TYROBP;GRB2;LCP2;CD48;KRAS;SOS2;LAT;IFNAR1
Fc gamma R-mediated phagocytosis	34/91	0.000143772897870509	0.00118515496893258	0	0	2.33357140692837	20.6457493727309	NCF1;ARPC1B;ARPC5L;PIK3CD;PIK3R1;PLA2G6;CDC42;INPP5D;AKT3;PLCG2;AKT1;RAC1;PIP5K1C;WASF1;WASF2;MAPK3;LYN;MAP2K1;SYK;SPHK2;PRKCB;LIMK2;PRKCA;GAB2;ARPC5;VAV1;DNM2;FCGR2A;RPS6KB1;ARPC2;DOCK2;CRK;LAT;ARF6
Viral carcinogenesis	63/201	0.000166229971462968	0.00133421424463698	0	0	1.78966959114876	15.5739523974409	RB1;GTF2H2C;YWHAB;PIK3CD;CCND2;CASP8;YWHAQ;CASP3;RAC1;SKP2;PRKACB;JAK3;JAK1;USP7;SYK;ACTN1;MRPS18B;HLA-B;ACTN4;HLA-A;HLA-F;HLA-G;YWHAZ;SND1;HLA-E;DDB1;CCNA2;RBL2;CREB1;RBL1;IRF3;RASA2;HDAC4;SP100;GTF2A2;HDAC2;ATF6B;SRF;PXN;UBR4;PIK3R1;HDAC9;CDC42;BAK1;MAPK3;LYN;STAT5B;JUN;CDKN2A;STAT3;GTF2H1;GTF2H2;NFKB1;DLG1;HNRNPK;SNW1;CDK4;DNAJA3;CDK1;BAX;GRB2;KRAS;LTBR
Graft-versus-host disease	19/41	0.000171036106148138	0.00133759006090211	0	0	3.37365915795119	29.261891108112	CD86;HLA-DRB5;HLA-B;KIR3DL2;HLA-A;HLA-F;TNF;HLA-G;HLA-E;HLA-DMA;CD28;HLA-DPB1;HLA-DRA;HLA-DOA;HLA-DOB;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
Allograft rejection	18/38	0.000178757497362071	0.00136302591738579	0	0	3.51528631113296	30.3350944417787	CD86;HLA-DRB5;HLA-B;HLA-A;HLA-F;TNF;HLA-G;HLA-E;HLA-DMA;CD28;HLA-DPB1;HLA-DRA;HLA-DOA;HLA-DOB;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
Valine, leucine and isoleucine degradation	21/48	0.000216717180629799	0.00156871914383363	0	0	3.0388041755479	25.638139731334	BCKDHA;ACAD8;MCCC2;ACAA2;BCKDHB;ABAT;ACADSB;ACSF3;ACAT1;IL4I1;HADHA;MCEE;AUH;PCCA;IVD;ACADM;MMUT;HADH;BCAT1;DLD;HIBCH
