Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Feeling lonely	2/6	0.0390957389702998	0.701510335108587	0	0	8.60473588342441	27.8943319540071	TCF4;DDB2
Hip shape (DXA scan)	2/6	0.0390957389702998	0.701510335108587	0	0	8.60473588342441	27.8943319540071	WWOX;RUNX2
Myasthenia gravis	2/6	0.0390957389702998	0.701510335108587	0	0	8.60473588342441	27.8943319540071	CTLA4;HLA-DRB1
Sporadic pituitary adenoma	2/6	0.0390957389702998	0.701510335108587	0	0	8.60473588342441	27.8943319540071	CDK8;RNF6
Strep throat	2/6	0.0390957389702998	0.701510335108587	0	0	8.60473588342441	27.8943319540071	HLA-B;HLA-DRB1
Immature fraction of reticulocytes	12/125	0.042562860344628	0.739366404277094	0	0	1.83371290994274	5.78861582352491	APBB1IP;DNMT1;BCL2L11;TFR2;SMOX;RP11-673E1.1;STRN;IKZF1;BAZ1A;WIPI2;RCOR1;HK1
Inflammatory bowel disease	50/709	0.0427604124450475	0.739366404277094	0	0	1.31808656694848	4.15479674869066	NCF4;LST1;IKZF1;APEH;SPRED2;KIAA1109;FCGR3A;AUH;ABHD16A;ZMIZ1;RASSF5;CTLA4;PHACTR2;PDE4A;CCNL2;CCR2;GPX1;GPX4;IFNGR2;SLC2A13;HLA-B;FOS;TYK2;PRKAB1;SCAMP3;DDX39B;DDAH2;IRF1;LTB;SLC35D1;CUL2;RNF5;BAG6;CLN3;NLRP7;PMVK;DVL1;TNFRSF14;FYN;UBQLN4;HSPA1L;SLC16A10;ASXL1;EFNA3;DAP;REL;PSMG1;HLA-DRB1;GPR18;IL18R1
Prostate cancer (advanced)	3/15	0.0459831041834101	0.745582539110911	0	0	4.30446672743847	13.2555245797945	BCL2L11;UHRF1BP1;TCF4
Multiple sclerosis	20/244	0.0490700974354066	0.745582539110911	0	0	1.54398148148148	4.6543405801896	WWOX;FCRL3;IFNGR2;NCF4;TCF7;HLA-B;CLEC16A;CXCR4;ASAP1;IKZF1;BCL10;TYK2;IFI30;ZMIZ1;TBX21;VTI1A;ELMO1;CTLA4;TNFRSF14;HLA-DRB1
Small cell lung carcinoma	8/74	0.0499272054027013	0.745582539110911	0	0	2.09057609057609	6.26585213551952	BAG6;NRP1;BTN3A1;DST;SPNS3;HLA-B;HLA-DRB1;HLA-E
Monocyte percentage of white cells	15/171	0.050214715624307	0.745582539110911	0	0	1.66111308046792	4.96913199922251	IFITM2;SIGLEC9;BCL2A1;ARRDC2;HLA-B;IKZF1;APBB1IP;AKAP13;BCL2L11;DDX39B;FAM177A1;GCNT2;KCNN4;CCR2;SLC25A24
Periodontitis (CDC/AAP)	4/26	0.0518347257966999	0.745582539110911	0	0	3.13171864631719	9.2689319316833	BLK;ETAA1;MFSD1;PARP15
Acute lymphoblastic leukemia (B-cell precursor)	2/7	0.0527687944139587	0.745582539110911	0	0	6.88342440801457	20.2499007560846	PIP4K2A;IKZF1
Beta-2 microglubulin plasma levels	2/7	0.0527687944139587	0.745582539110911	0	0	6.88342440801457	20.2499007560846	HLA-B;HLA-A
Decline in glucose metabolism in posterior cingulate cortex	2/7	0.0527687944139587	0.745582539110911	0	0	6.88342440801457	20.2499007560846	TBC1D8;CDH23
Multiple sclerosis and HDL levels (pleiotropy)	2/7	0.0527687944139587	0.745582539110911	0	0	6.88342440801457	20.2499007560846	UBASH3B;CMC1
Neuromyelitis optica	2/7	0.0527687944139587	0.745582539110911	0	0	6.88342440801457	20.2499007560846	HLA-B;HLA-DRB1
Neuromyelitis optica (AQP4-IgG-positive)	2/7	0.0527687944139587	0.745582539110911	0	0	6.88342440801457	20.2499007560846	HLA-B;HLA-DRB1
Systolic blood pressure response to hydrochlorothiazide in hypertension	3/16	0.0543491014253808	0.745582539110911	0	0	3.9731435383213	11.5710939908463	ETAA1;LSM6;ZDHHC2
Uterine fibroids	6/50	0.0552790041203903	0.745582539110911	0	0	2.35034070134619	6.8050874237225	RIC8A;STN1;EDEM1;ITPR1;ATM;SIRT3
Acute lymphoblastic leukemia (childhood)	5/38	0.0556375761174778	0.745582539110911	0	0	2.61062681610627	7.54183061062184	SLCO3A1;INTS10;TBXAS1;PIP4K2A;IKZF1
Anti-saccade response	5/38	0.0556375761174778	0.745582539110911	0	0	2.61062681610627	7.54183061062184	HNRNPL;USP12;DIP2A;MB21D2;ZZEF1
Granulocyte percentage of myeloid white cells	14/159	0.0556638909325706	0.745582539110911	0	0	1.66742871658094	4.81624048957775	IFITM2;SIGLEC9;BCL2A1;ARRDC2;DOCK8;LST1;FOXJ2;IKZF1;AKAP13;SPRED2;BCL2L11;KCNN4;CCR2;SLC25A24
Asthma (moderate or severe)	4/27	0.0583030535490942	0.77008616562762	0	0	2.99539828625833	8.51322389718097	RPS26;KIAA1109;RAD50;CLEC16A
Metabolite levels (small molecules and protein measures)	5/39	0.0610561706727874	0.795402990545491	0	0	2.53370937416062	7.08415261528058	SERPINA1;ATMIN;LMAN2;DVL2;SLC16A10
Photic sneeze reflex	7/65	0.0653385397048073	0.806503079807381	0	0	2.08054390005363	5.67608415581166	SLC35B3;ETAA1;STIM2;CDC73;TRIM44;CBR4;CDK5RAP2
Arthritis (juvenile idiopathic)	2/8	0.0678446334222823	0.806503079807381	0	0	5.73588342440801	15.4325950551638	CXCR4;HLA-DRB1
Brain imaging in schizophrenia (dorsolateral prefrontal cortex interaction)	2/8	0.0678446334222823	0.806503079807381	0	0	5.73588342440801	15.4325950551638	SLC12A2;TNIK
Estradiol levels	2/8	0.0678446334222823	0.806503079807381	0	0	5.73588342440801	15.4325950551638	FTH1;BEST1
Metabolite levels (HVA-5-HIAA Factor score)	2/8	0.0678446334222823	0.806503079807381	0	0	5.73588342440801	15.4325950551638	RAB10;VGLL4
Pneumonia	2/8	0.0678446334222823	0.806503079807381	0	0	5.73588342440801	15.4325950551638	HLA-B;HLA-DRB1
Response to treatment for acute lymphoblastic leukemia	2/8	0.0678446334222823	0.806503079807381	0	0	5.73588342440801	15.4325950551638	MAML2;ELMO1
Vitiligo	11/121	0.0695449624897562	0.808137604828943	0	0	1.72543617998163	4.59963635407837	RPS26;PTPN1;BCL2L11;IRF3;ZMIZ1;HLA-B;CDH23;CTLA4;UBASH3A;HLA-A;HLA-DRB1
Colorectal or endometrial cancer	4/29	0.0724607706278782	0.808137604828943	0	0	2.75547445255474	7.2323212356105	SCAF8;ARL5B;KLF4;FBP1
JT interval (sulfonylurea treatment interaction)	3/18	0.0730643268667773	0.808137604828943	0	0	3.44302643573382	9.00838613544768	NFIA;TM2D1;FARS2
Renal cell carcinoma	3/18	0.0730643268667773	0.808137604828943	0	0	3.44302643573382	9.00838613544768	FAF1;ITPR2;ATM
Mosquito bite size	9/95	0.0774701264629576	0.808137604828943	0	0	1.80468100526507	4.6161265570874	NCOR2;SLC25A37;KIAA1109;DDX39B;TNKS;ACTN1;KCNQ1;IKZF1;RUNX2
Gallstone disease	4/30	0.0801353167633919	0.808137604828943	0	0	2.6493542953397	6.68707254273645	MLLT10;SERPINA1;KDELR3;TTC39B
Alcohol dependence symptom count	3/19	0.0833553384536852	0.808137604828943	0	0	3.22766636280766	8.01959741850684	PTPN11;ARAP1;BPTF
Acute lymphoblastic leukemia in childhood (B cell precursor)	2/9	0.0841278894616881	0.808137604828943	0	0	4.91621129326047	12.1696737206609	PIP4K2A;IKZF1
Advanced glycation end-product levels	2/9	0.0841278894616881	0.808137604828943	0	0	4.91621129326047	12.1696737206609	FBXO33;RNF5
Amino acid levels	2/9	0.0841278894616881	0.808137604828943	0	0	4.91621129326047	12.1696737206609	SLC16A10;PSPH
Asparaginase hypersensitivity in acute lymphoblastic leukemia	2/9	0.0841278894616881	0.808137604828943	0	0	4.91621129326047	12.1696737206609	DERL2;HLA-DRB1
Clozapine-induced cytotoxicity	2/9	0.0841278894616881	0.808137604828943	0	0	4.91621129326047	12.1696737206609	WWOX;B4GALT4
Coenzyme Q10 levels	2/9	0.0841278894616881	0.808137604828943	0	0	4.91621129326047	12.1696737206609	BCR;TTC39B
Disc degeneration (lumbar)	2/9	0.0841278894616881	0.808137604828943	0	0	4.91621129326047	12.1696737206609	RAB40C;ARL8B
Economic and political preferences	2/9	0.0841278894616881	0.808137604828943	0	0	4.91621129326047	12.1696737206609	ACBD4;DCBLD1
Giant cell arteritis	2/9	0.0841278894616881	0.808137604828943	0	0	4.91621129326047	12.1696737206609	HLA-B;HLA-DRB1
Optic nerve measurement (cup area)	2/9	0.0841278894616881	0.808137604828943	0	0	4.91621129326047	12.1696737206609	RFTN1;PDE2A
Prostate-specific antigen levels (conditioned on lead SNPs)	2/9	0.0841278894616881	0.808137604828943	0	0	4.91621129326047	12.1696737206609	SLC25A37;WDR11
White matter lesion progression	2/9	0.0841278894616881	0.808137604828943	0	0	4.91621129326047	12.1696737206609	IRS2;CNNM2
Psoriasis	11/127	0.0907594423513501	0.845000422471102	0	0	1.63566701497736	3.92485294895912	RPS26;AKAP13;ZMIZ1;DDX58;CARM1;HLA-B;ELMO1;REL;TRIM47;TYK2;KLF4
Allergic disease (asthma, hay fever or eczema)	14/172	0.0924000332745393	0.845000422471102	0	0	1.52917453434972	3.64192479648097	CEP19;HLA-B;CLEC16A;IKZF1;TRAF1;RUNX1;RAD50;BCL2L11;INPP5D;LMAN2;CAMK4;TNFRSF14;RCOR1;IL18R1
Feeling guilty	3/20	0.0942255901450999	0.845000422471102	0	0	3.03764276904928	7.17510504003549	ACBD4;GOSR2;PRKCA
High density lipoprotein cholesterol levels	7/71	0.094719469957905	0.845000422471102	0	0	1.88489249771272	4.44238193633175	VAC14;FAM222A;RILPL2;PABPC4;IKZF1;HLA-DRB1;HERPUD1
Pediatric autoimmune diseases	5/45	0.0995240657496279	0.845000422471102	0	0	2.15296803652968	4.96766328034244	ZMIZ1;FNBP1;PSMG1;TYK2;IL18R1
Tuberculosis	7/72	0.100227766233079	0.845000422471102	0	0	1.85579562249279	4.26890526661352	LRPAP1;GRAMD2B;CNOT6L;HLA-B;ASAP1;KIAA2013;HLA-DRB1
Epstein-Barr virus immune response (EBNA-1)	2/10	0.10144040957528	0.845000422471102	0	0	4.30145719489982	9.84295460337859	HLA-B;HLA-DRB1
Nodular sclerosis Hodgkin lymphoma	2/10	0.10144040957528	0.845000422471102	0	0	4.30145719489982	9.84295460337859	CLEC16A;HLA-DRB1
Panic disorder	2/10	0.10144040957528	0.845000422471102	0	0	4.30145719489982	9.84295460337859	USP25;SMOX
Hemoglobin	4/33	0.105422318462378	0.845000422471102	0	0	2.37490561288699	5.34301732321116	PRKCE;MICALL2;ATXN10;HK1
Alzheimer's disease in APOE e4+ carriers	3/21	0.105640504823328	0.845000422471102	0	0	2.86873290793072	6.44808943504236	BIN1;PEX6;PICALM
Gut microbiota (beta diversity)	3/21	0.105640504823328	0.845000422471102	0	0	2.86873290793072	6.44808943504236	PLSCR1;CLEC16A;DEXI
Heart rate response to exercise	3/21	0.105640504823328	0.845000422471102	0	0	2.86873290793072	6.44808943504236	TCF4;CCDC141;HLA-DRB1
Obesity (early onset extreme)	3/21	0.105640504823328	0.845000422471102	0	0	2.86873290793072	6.44808943504236	TNKS;TCF4;FARS2
Plasma omega-3 polyunsaturated fatty acid levels (docosapentaenoic acid)	3/21	0.105640504823328	0.845000422471102	0	0	2.86873290793072	6.44808943504236	STIM2;FTH1;BEST1
Systemic lupus erythematosus and Systemic sclerosis	3/21	0.105640504823328	0.845000422471102	0	0	2.86873290793072	6.44808943504236	BLK;PXK;UHRF1BP1
Cadmium levels	5/46	0.106892418089805	0.845000422471102	0	0	2.10034525002784	4.69622997204308	IRAK1BP1;GBE1;SORL1;TAF3;MTURN
Erectile dysfunction	5/46	0.106892418089805	0.845000422471102	0	0	2.10034525002784	4.69622997204308	NFIA;PAM16;REL;AATF;CCT4
Late-onset Alzheimer's disease	5/46	0.106892418089805	0.845000422471102	0	0	2.10034525002784	4.69622997204308	IRAK1BP1;SESTD1;RASSF5;TBXAS1;TFEB
Mean corpuscular volume	26/365	0.107177673880862	0.845000422471102	0	0	1.32547255318798	2.96013453403691	ZFAND4;IRS2;IKZF1;HK1;AKAP13;CHAF1A;ALOX5;TBX21;PIEZO1;KCNN4;CNNM2;FBXO7;ATMIN;SWAP70;GLRX5;AXIN1;SLC16A10;BAZ1A;WIPI2;PTGR2;QKI;BYSL;RAB10;KAT2B;SLC25A37;TFR2
Albumin-globulin ratio	6/60	0.110954142678779	0.845000422471102	0	0	1.91407678244973	4.20836250781996	BLK;TNFSF13;HLA-B;CXCR4;IKZF1;HLA-F
Ankylosing spondylitis	5/47	0.114519662518229	0.845000422471102	0	0	2.05022831050228	4.44286267950095	ZMIZ1;TBX21;HLA-B;PSMG1;TYK2
Immune response to smallpox vaccine (IL-6)	5/47	0.114519662518229	0.845000422471102	0	0	2.05022831050228	4.44286267950095	BLK;BCR;RAB10;SNX18;RUNX1
Hemoglobin levels	4/34	0.114565444927662	0.845000422471102	0	0	2.2956204379562	4.97371201130975	TFR2;PRKCE;IKZF1;HK1
Mean corpuscular hemoglobin	24/336	0.11527461535283	0.845000422471102	0	0	1.328853302831	2.87090522192439	RNPEPL1;SMOX;GLRX5;HLA-B;AXIN1;AK3;SLC16A10;IRS2;IKZF1;RRP1B;WIPI2;QKI;BYSL;HK1;RAB10;KAT2B;SLC25A37;CHAF1A;TFR2;ALOX5;TBX21;EHBP1L1;CNNM2;FBXO7
Regular attendance at a religious group	8/89	0.116150318291106	0.845000422471102	0	0	1.7020757020757	3.66434785191369	UBA7;NFIA;TNKS;AMZ2;TCF4;CD47;APEH;BPTF
Heart rate response to recovery post exercise (10 sec)	3/22	0.117564249616006	0.845000422471102	0	0	2.71760303219306	5.8177638302426	TRIP6;CCDC141;MED13L
Cutaneous lupus erythematosus	2/11	0.119619954629638	0.845000422471102	0	0	3.82331511839709	8.11856345785995	TRIM39;RPP21
Inflammatory bowel disease (early onset)	2/11	0.119619954629638	0.845000422471102	0	0	3.82331511839709	8.11856345785995	CLN3;ZMIZ1
Mortality in heart failure	2/11	0.119619954629638	0.845000422471102	0	0	3.82331511839709	8.11856345785995	CMTM7;IFRD1
Neuritic plaque	2/11	0.119619954629638	0.845000422471102	0	0	3.82331511839709	8.11856345785995	SLCO3A1;ABCG1
Optic nerve measurement (cup-to-disc ratio)	2/11	0.119619954629638	0.845000422471102	0	0	3.82331511839709	8.11856345785995	RFTN1;CDC7
QRS complex (12-leadsum)	2/11	0.119619954629638	0.845000422471102	0	0	3.82331511839709	8.11856345785995	USP25;PRKCA
Systemic lupus erythematosus or rheumatoid arthritis	2/11	0.119619954629638	0.845000422471102	0	0	3.82331511839709	8.11856345785995	BLK;TYK2
ALT levels after remission induction therapy in actute lymphoblastic leukemia (ALL)	5/48	0.122398906291454	0.845000422471102	0	0	2.00244239141977	4.20606985846796	HDAC4;CAST;TLE4;PDCD6IP;FNBP1
Periodontitis (Mean PAL)	4/35	0.124042923935299	0.845000422471102	0	0	2.2214504356016	4.63645054396286	PDCD6IP;ACTN1;MTHFS;ETS2
Attention function in attention deficit hyperactive disorder	3/23	0.129960159043375	0.845000422471102	0	0	2.58158614402917	5.2677971188024	DST;CAAP1;ZNF622
Metabolite levels (Pyroglutamine)	3/23	0.129960159043375	0.845000422471102	0	0	2.58158614402917	5.2677971188024	DAP;ICA1;MYO5A
Plasma omega-6 polyunsaturated fatty acid levels (dihomo-gamma-linolenic acid)	3/23	0.129960159043375	0.845000422471102	0	0	2.58158614402917	5.2677971188024	ALCAM;FTH1;BEST1
Response to fenofibrate (HDL cholesterol levels)	3/23	0.129960159043375	0.845000422471102	0	0	2.58158614402917	5.2677971188024	WWOX;CREBL2;CDC7
Ulcerative colitis	31/456	0.131275251842947	0.845000422471102	0	0	1.26060639410114	2.55960959964862	GRAMD1B;CIITA;MAML2;SLC35D1;UBA7;LST1;USP12;APEH;RNF5;BAG6;FCGR3A;ABHD16A;DVL1;CTLA4;TNFRSF14;FYN;CCNL2;CCR2;GPX1;HSPA1L;HLA-B;SLC16A10;PRKAB1;DAP;DDX39B;DDAH2;IRF1;REL;PSMG1;LTB;HLA-DRB1
Beard thickness	4/36	0.133839865333541	0.845000422471102	0	0	2.15191605839416	4.32774254778088	SLC12A2;EDAR;PREP;SRM
Total body bone mineral density	4/36	0.133839865333541	0.845000422471102	0	0	2.15191605839416	4.32774254778088	DGKD;APC;ARHGAP25;MED13L
Extremely high intelligence	7/78	0.136793385781575	0.845000422471102	0	0	1.69842660721879	3.37865223717659	SMARCAL1;PREX1;CLN3;GPX1;UBA7;APEH;AVL9
Bipolar disorder (body mass index interaction)	2/12	0.138518990261666	0.845000422471102	0	0	3.4408014571949	6.80159687917866	WWOX;CDH23
Food addiction	2/12	0.138518990261666	0.845000422471102	0	0	3.4408014571949	6.80159687917866	PRKCA;OSGEP
Metabolite levels (HVA)	2/12	0.138518990261666	0.845000422471102	0	0	3.4408014571949	6.80159687917866	RAB10;VGLL4
HDL cholesterol levels	8/93	0.139268339397801	0.845000422471102	0	0	1.62163326869209	3.19681113497955	PABPC4;COPB1;ALOX5;PMVK;TMEM176A;IKZF1;HERPUD1;TTC39B
Lung adenocarcinoma	10/123	0.13980288102854	0.845000422471102	0	0	1.52529024924901	3.00104187953505	SPRED2;ETAA1;TLE1;ZNF184;HLA-A;CLPTM1L;HLA-DRB1;GALK2;DCBLD1;BPTF
Diabetic kidney disease	3/24	0.142791105817524	0.845000422471102	0	0	2.45852324521422	4.78520207248347	SCAF8;ITPR1;MED13L
Psoriatic arthritis	3/24	0.142791105817524	0.845000422471102	0	0	2.45852324521422	4.78520207248347	HLA-B;REL;TYK2
