Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
regulation of translation (GO:0006417)	76/213	1.59822412336748e-07	6.74450580061076e-05	0	0	2.18191215034567	34.1451852111287	CYFIP2;EIF4A2;APP;BTG2;NUP107;EIF4A3;ELAVL1;SYNCRIP;OGFOD1;ALKBH1;MTG2;RPS6KA1;EIF2A;NUP214;EIF5B;TSFM;NUP210;NUP133;CIRBP;LARP4B;PASK;ILF3;NEMF;NCL;NUP50;NUP54;EIF4E2;EIF1B;ZNF598;GAPDH;DDX6;CDC123;SHMT1;RPS27L;MALSU1;AAAS;TYMS;FXR1;ATXN2;FXR2;TCOF1;POLR2A;POLR2D;RPS3;POLR2E;NUP88;NUP43;EIF4E;POLR2J;EIF4B;PAIP1;RANBP2;NPM1;EIF2B2;YTHDF3;NUP155;CNOT10;NUP153;LARP4;PUM1;PUM2;EIF1;CNOT7;RPS6KB1;CNOT1;AGO2;CNOT3;BCL3;CD28;EIF3E;VIM;CPEB3;CNOT8;EIF4G2;RAN;NUP37
COPII-coated vesicle budding (GO:0090114)	33/68	2.06846208537385e-07	7.76156606470873e-05	0	0	3.69281838043555	56.8372396214629	PDCD6;RAB1B;CUL3;GOSR2;MIA3;KLHL12;GOLGA2;PPP6C;LMAN1;SCFD1;TFG;PPP6R3;STX5;CTSC;SEC31A;ANKRD28;TRAPPC3;SEC13;SEC24B;TRAPPC2L;SEC16A;TRAPPC10;TRAPPC4;TRAPPC5;TRAPPC9;TRAPPC6A;SEC23IP;CNIH1;TBC1D20;VAPA;TRAPPC6B;GORASP1;SEC22B
cellular response to interferon-gamma (GO:0071346)	48/116	2.17363978546345e-07	7.76156606470873e-05	0	0	2.76917699488808	42.4838621220808	SP100;CAMK2D;CCL3L1;IFI30;AIF1;ICAM1;OASL;TRIM8;SYNCRIP;TRIM5;CCL5;CCL3;CCL2;LGALS9;JAK2;GBP2;B2M;TRIM21;GBP1;CAMK2G;TRIM22;HLA-DQA1;HLA-DPA1;JAK1;CCL24;HLA-DRB5;STAT1;IFNGR2;HLA-B;HLA-A;HLA-F;HLA-G;PML;HLA-E;OAS1;IRF3;OAS2;IRF1;IRF2;HLA-DPB1;HLA-DRA;XCL1;IRF8;IRF5;GAPDH;HLA-DRB1;CD44;HLA-DQB1
mRNA-containing ribonucleoprotein complex export from nucleus (GO:0071427)	43/100	2.54905543575101e-07	8.11505991262397e-05	0	0	2.95784961910216	44.9071755377703	SLBP;NUP107;EIF4A3;U2AF1;AAAS;SMG7;SMG5;ALKBH5;FIP1L1;U2AF2;MAGOH;DHX38;SYMPK;NUP88;NUP43;EIF4E;NUP214;UPF2;EIF5A;RANBP2;NUP210;NUP155;NUP133;CPSF2;THOC3;NUP153;CDC40;SRRM1;THOC6;WDR33;DDX19A;DDX19B;DDX39B;NUP50;SRSF2;SRSF3;RNPS1;NUP54;BUD13;SRSF6;SRSF7;SLU7;NUP37
COPII vesicle coating (GO:0048208)	31/63	3.24531272080191e-07	8.11505991262397e-05	0	0	3.79307661489152	56.6719174611694	PDCD6;RAB1B;CUL3;GOSR2;KLHL12;GOLGA2;PPP6C;LMAN1;SCFD1;TFG;PPP6R3;STX5;CTSC;SEC31A;ANKRD28;TRAPPC3;SEC13;SEC24B;TRAPPC2L;SEC16A;TRAPPC10;TRAPPC4;TRAPPC5;TRAPPC9;TRAPPC6A;SEC23IP;CNIH1;TBC1D20;TRAPPC6B;GORASP1;SEC22B
vesicle targeting, rough ER to cis-Golgi (GO:0048207)	31/63	3.24531272080191e-07	8.11505991262397e-05	0	0	3.79307661489152	56.6719174611694	PDCD6;RAB1B;CUL3;GOSR2;KLHL12;GOLGA2;PPP6C;LMAN1;SCFD1;TFG;PPP6R3;STX5;CTSC;SEC31A;ANKRD28;TRAPPC3;SEC13;SEC24B;TRAPPC2L;SEC16A;TRAPPC10;TRAPPC4;TRAPPC5;TRAPPC9;TRAPPC6A;SEC23IP;CNIH1;TBC1D20;TRAPPC6B;GORASP1;SEC22B
vesicle coating (GO:0006901)	31/63	3.24531272080191e-07	8.11505991262397e-05	0	0	3.79307661489152	56.6719174611694	PDCD6;RAB1B;CUL3;GOSR2;KLHL12;GOLGA2;PPP6C;LMAN1;SCFD1;TFG;PPP6R3;STX5;CTSC;SEC31A;ANKRD28;TRAPPC3;SEC13;SEC24B;TRAPPC2L;SEC16A;TRAPPC10;TRAPPC4;TRAPPC5;TRAPPC9;TRAPPC6A;SEC23IP;CNIH1;TBC1D20;TRAPPC6B;GORASP1;SEC22B
mRNA transport (GO:0051028)	44/104	3.24648661781624e-07	8.11505991262397e-05	0	0	2.87547200923407	42.9610536195772	SLBP;NUP107;EIF4A3;U2AF1;AAAS;SMG7;SMG5;ZFP36;ALKBH5;FIP1L1;U2AF2;MAGOH;DHX38;SYMPK;NUP88;NUP43;EIF4E;NUP214;UPF2;EIF5A;RANBP2;NUP210;NUP155;NUP133;CPSF2;THOC3;NUP153;CDC40;SRRM1;THOC6;WDR33;DDX19A;DDX19B;DDX39B;NUP50;SRSF2;SRSF3;RNPS1;NUP54;BUD13;SRSF6;SRSF7;SLU7;NUP37
protein transport (GO:0015031)	105/326	3.32154541878189e-07	8.11505991262397e-05	0	0	1.87229410173837	27.930257106294	VPS29;SYS1;TFRC;PDCD6;RAB3D;HIKESHI;RAB43;GOLGA4;STX16-NPEPL1;TOM1;GOLGA7;TBC1D22A;TBC1D10A;TBC1D22B;ARRDC4;RAB2B;PRKCB;STX8;STX7;GOLPH3L;TBC1D2B;SCAMP1;RAB31;RAB37;KDELR2;TSNARE1;OPTN;MACF1;TBC1D9B;RAB5C;VPS26A;VPS26B;HSP90B1;SNX1;ATP6V0A2;ATP6V1H;RAB6A;TBC1D17;ATP6V1D;SPTBN1;TBC1D15;SEC31A;ATP6V0A1;BBS2;BBS1;RABGAP1L;TOR1A;SYNRG;RABL2A;RAB27A;EHD1;APPBP2;RAB5A;SNX13;MIA3;C16ORF70;KIF13A;TLK1;CD36;TMED5;RAB8A;TMED4;RAB8B;SEC13;TBC1D8;AP3B1;ARFGAP3;ZDHHC17;DNM2;TBC1D1;TBC1D2;CTTN;TBC1D4;TBC1D5;ATP6V1B2;PICK1;PPARG;SLU7;NAPB;UNC93B1;RAB1B;NAPG;GGA2;GGA1;SNX27;RAB23;STX6;RAB29;STX5;RAB28;ATP6V0E2;STX2;CD74;NPM1;AP3D1;MCOLN1;RAB11A;RAB11B;RAB10;SEC23IP;RAB14;RAB15;SGSM3;VPS45;RAMP1
T cell receptor signaling pathway (GO:0050852)	61/163	3.9953612859872e-07	8.8577219675246e-05	0	0	2.34863339275104	34.6023256848517	ITK;DENND1B;PIK3CD;PTPN22;CD3D;SPPL3;IKBKB;PSMD2;PDE4B;SKP1;HLA-DPA1;NCK1;BTN3A1;RIPK2;PDPK1;BTN3A3;BTN3A2;PSMA5;PSMA6;ZAP70;PSMA3;TRAF6;PRKCQ;PRKD2;LCP2;RBCK1;UBA52;CARD11;HLA-DQB1;RNF31;PSMD13;TXK;CUL1;PIK3R1;BCL10;GATA3;PSMA7;MALT1;PSMB7;PSMB5;INPP5D;UBC;PLCG2;PSMF1;PAK2;HLA-DQA1;BTNL9;EIF2B3;HLA-DRB5;FYB1;EIF2B2;BTN2A2;RFTN1;NFKB1;PSMB9;PSMC6;PSMC4;HLA-DPB1;HLA-DRA;HLA-DRB1;LAT
cytosolic transport (GO:0016482)	48/118	4.00715556480001e-07	8.8577219675246e-05	0	0	2.68971810561313	39.619585343124	VPS29;TMEM87A;BECN1;SYS1;GOSR2;GOSR1;WASHC2C;GCC2;VPS26A;VPS26B;WASH2P;WASHC2A;SNX1;CCDC91;SNX2;AP1G1;VPS53;VPS52;VTI1A;STX6;RAB29;STX5;VPS54;DENND5A;TRIM27;TBC1D17;RAB6A;YKT6;TBC1D10A;SNX5;PLEKHJ1;MON2;ANKRD27;STX8;SNF8;WASH3P;BET1L;KLHL20;RGP1;EHD3;HOOK2;RAB14;HEATR5B;TBC1D5;UBE2O;CORO7;RAB5A;VAMP3
vesicle-mediated transport (GO:0016192)	126/410	4.30872717819958e-07	9.06117323836626e-05	0	0	1.75056626047626	25.6588428766747	VPS29;APP;WIPF2;WASHC2C;GCC2;WASH2P;WASHC2A;RAB43;GOLGA4;ZFYVE27;DPYSL2;STX16-NPEPL1;TOM1;CPNE1;CPNE3;DENND5A;TRIM27;VPS39;TBC1D10A;PLEKHJ1;STX8;VPS33A;APLP2;STX7;TSC2;VRK1;ACAP2;RIN3;TSNARE1;CSNK1G2;CSNK1G1;LRPAP1;TMEM87A;RAB5C;CLEC16A;VPS26A;VPS26B;SNX1;SNX2;VTI1A;ATP6V1H;RAB6A;TBC1D17;RAB11FIP3;SNX5;VPS16;UVRAG;HSPA8;CCZ1B;CACFD1;RAB27A;SNF8;WASH3P;ADAP1;EHD1;EHD3;HOOK2;UBE2O;OSBPL1A;RAB5A;LRP12;MON1B;DENND1C;DENND1B;DENND1A;SNAP23;MIA3;PIK3C2A;KIF13A;KIF1C;RAC1;SNAP29;SCYL2;BCAS3;RUBCN;ANXA2;NCOA3;RHOH;COMMD1;ARFGAP3;BET1L;DNM2;ARL4C;RABEP1;C2CD4D;TBC1D4;HEATR5B;TBC1D5;VAMP1;PLIN3;KXD1;SEC22B;VAMP3;ARF6;SNAP47;BECN1;NAPB;GOSR2;GOSR1;DENND3;SNX30;TRAK1;HSPA13;LRP8;CDC42;CUX1;VPS53;VPS52;MICALL2;STX6;RAB29;STX5;VPS54;STX2;YKT6;LDLR;ATP9B;CYTH1;ARFGEF2;RAB11A;RAB11B;RAB10;RGP1;RAB14;SGSM3;SMAP1
mRNA export from nucleus (GO:0006406)	44/105	4.48959466786781e-07	9.06117323836626e-05	0	0	2.82815471387502	41.3372517174769	SLBP;NUP107;EIF4A3;U2AF1;AAAS;SMG7;SMG5;ALKBH5;FIP1L1;U2AF2;MAGOH;POLR2D;DHX38;SYMPK;NUP88;NUP43;EIF4E;NUP214;UPF2;EIF5A;RANBP2;NUP210;NUP155;NUP133;CPSF2;THOC3;NUP153;CDC40;SRRM1;THOC6;WDR33;DDX19A;DDX19B;DDX39B;NUP50;SRSF2;SRSF3;RNPS1;NUP54;BUD13;SRSF6;SRSF7;SLU7;NUP37
Golgi vesicle transport (GO:0048193)	90/271	5.1305523724709e-07	9.92334338042079e-05	0	0	1.9571031865059	28.3444951434025	ARF4;ATP8A1;PITPNB;PDCD6;SNAP23;GCC2;MIA3;BICD2;GOLGA2;GOLGA3;TFG;CAPZB;NUDT19;TRAPPC12;MYO18A;KIFAP3;SPTAN1;TMED5;CTSC;RAB8A;TMED4;RAB8B;SCYL1;GABARAPL2;COG8;COG3;GOLPH3L;COG2;KIF22;SCAMP1;ARFGAP3;SCAMP3;BET1L;TAPBP;DYNC1LI2;TRAPPC6A;KIF2A;TBC1D20;RER1;TRAPPC6B;GORASP1;PICK1;KDELR2;MPPE1;GAS6;SEC22B;ERGIC1;ARF5;NBAS;CUL3;ARL3;RAB1B;GOSR2;DCTN4;STX18;GOSR1;HTT;KLHL12;KLC1;NAPG;LMAN1;SNX1;SCFD1;SNX2;CUX1;LMAN2;VTI1A;BNIP1;STX5;RAB6A;YKT6;ATP9B;SPTBN1;CD55;SEC31A;UVRAG;TRAPPC3;SEC24B;TRAPPC10;TRAPPC4;TRAPPC5;DDHD2;SORL1;EHD3;SEC23IP;CNIH1;VAPA;CAPZA1;CAPZA2;RANGRF
RNA export from nucleus (GO:0006405)	48/119	5.39406952790495e-07	0.000100157082994139	0	0	2.651667369904	38.2709729805372	SLBP;NUP107;EIF4A3;PHAX;U2AF1;AAAS;SMG7;SMG5;ALKBH5;FIP1L1;U2AF2;MAGOH;XPO5;DHX38;SYMPK;NUP88;NUP43;EIF4E;NUP214;UPF2;EIF5A;RANBP2;NPM1;RANBP3;NUP210;NUP155;NUP133;CPSF2;THOC3;NUP153;CDC40;SRRM1;THOC6;WDR33;DDX19A;DDX19B;DDX39B;NUP50;SRSF2;SRSF3;RNPS1;NUP54;BUD13;SRSF6;SRSF7;SLU7;RAN;NUP37
cellular response to type I interferon (GO:0071357)	31/65	7.7951164707482e-07	0.000134018261693382	0	0	3.5695048729551	50.203651835453	IFITM3;SP100;IFITM2;IFIT1;SAMHD1;OASL;GBP2;JAK1;IFNAR2;EGR1;RSAD2;STAT1;MX2;MX1;HLA-B;ISG15;TYK2;HLA-A;HLA-F;HLA-G;HLA-E;ISG20;OAS1;IRF3;OAS2;IRF1;IRF2;IRF8;IRF5;XAF1;IFNAR1
type I interferon signaling pathway (GO:0060337)	31/65	7.7951164707482e-07	0.000134018261693382	0	0	3.5695048729551	50.203651835453	IFITM3;SP100;IFITM2;IFIT1;SAMHD1;OASL;GBP2;JAK1;IFNAR2;EGR1;RSAD2;STAT1;MX2;MX1;HLA-B;ISG15;TYK2;HLA-A;HLA-F;HLA-G;HLA-E;ISG20;OAS1;IRF3;OAS2;IRF1;IRF2;IRF8;IRF5;XAF1;IFNAR1
retrograde transport, endosome to Golgi (GO:0042147)	36/82	1.29146381261791e-06	0.000214106250649012	0	0	3.06533008489584	41.5650613227241	VPS29;TMEM87A;GOSR2;GOSR1;WASHC2C;GCC2;VPS26A;VPS26B;WASH2P;WASHC2A;SNX1;SNX2;VPS53;VPS52;STX6;VTI1A;RAB29;VPS54;STX5;DENND5A;TRIM27;TBC1D17;RAB6A;YKT6;TBC1D10A;SNX5;PLEKHJ1;TRAPPC10;WASH3P;BET1L;RGP1;EHD3;HEATR5B;TBC1D5;UBE2O;VAMP3
nucleobase-containing compound catabolic process (GO:0034655)	23/43	1.67690469400387e-06	0.000268420399640206	0	0	4.49728100393701	59.8073653511673	DFFB;RNASEH2B;ENTPD1;PNPT1;ENTPD4;ENTPD5;RNASET2;DIS3L;ENTPD6;NUDT1;ENTPD7;RNASE6;NUDT5;SND1;ISG20;RNASEH1;TATDN2;PPP1R8;XRN2;NUDT18;SKIV2L;ADPRM;SIDT2
RNA methylation (GO:0001510)	25/49	1.89413346967937e-06	0.000293085585541721	0	0	4.07460405383227	53.6900352826787	METTL2B;TRMO;THUMPD3;THADA;TFB1M;MTO1;MRM1;MRM2;ALKBH8;TGS1;BUD23;TRMT44;CMTR1;TRDMT1;NSUN5P1;NSUN4;WTAP;NSUN2;MTERF4;NSUN6;TFB2M;GTPBP3;TARBP1;TRMT6;TRMT13
